feature,met,total_amount,absolute_target,absolute_held,absolute_shortfall,relative_target,relative_held,relative_shortfall,scenario,evaluated,total_amount_km2,absolute_held_km2,feature_type,class
paramos,TRUE,9289,2786.7,8737,0,0.3,0.9405748735062978,0,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,prioritizr_model,2322.249999999999,2184.249999999999,strategic ecosystem,NA
bosque_seco,TRUE,12116,3634.7999999999997,3635,0,0.3,0.30001650709805217,0,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,prioritizr_model,3028.999999999999,908.7499999999997,strategic ecosystem,NA
humedales,TRUE,480938,144281.4,144282,0,0.3,0.3000012475620558,0,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,prioritizr_model,120234.49999999996,36070.499999999985,strategic ecosystem,NA
congriales,TRUE,1473,441.9,487,0,0.3,0.33061778682959947,0,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,prioritizr_model,368.2499999999999,121.74999999999996,NA,NA
savannas,TRUE,588725,100083.25,115891,0,0.17,0.19685082169094228,0,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,prioritizr_model,147181.24999999994,28972.74999999999,NA,NA
Zonobioma Humedo Tropical Yarí - Chiribiquete,NA,3202,NA,3200,NA,NA,0.9993753903810119,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,800.4999999999998,799.9999999999998,ecosystem,NA
Peinobioma Yarí - Chiribiquete,NA,12,NA,12,NA,NA,1,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,2.999999999999999,2.999999999999999,ecosystem,NA
Helobioma Yarí - Chiribiquete,NA,207,NA,207,NA,NA,1,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,51.749999999999986,51.749999999999986,ecosystem,NA
Hidrobioma Huila - Caquetá,NA,2,NA,2,NA,NA,1,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,0.49999999999999983,0.49999999999999983,ecosystem,NA
Hidrobioma Macarena,NA,497,NA,497,NA,NA,1,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,124.24999999999996,124.24999999999996,ecosystem,NA
Helobioma Macarena,NA,2438,NA,2435,NA,NA,0.9987694831829368,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,609.4999999999998,608.7499999999998,ecosystem,NA
Zonobioma Humedo Tropical Picachos,NA,3251,NA,3180,NA,NA,0.9781605659796986,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,812.7499999999998,794.9999999999998,ecosystem,NA
Zonobioma Humedo Tropical Macarena,NA,27255,NA,27033,NA,NA,0.9918547055586131,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,6813.749999999998,6758.249999999998,ecosystem,NA
Orobioma Subandino Huila - Caquetá,NA,735,NA,735,NA,NA,1,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,183.74999999999994,183.74999999999994,ecosystem,NA
Orobioma Andino Huila - Caquetá,NA,2251,NA,2200,NA,NA,0.9773434029320303,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,562.7499999999998,549.9999999999998,ecosystem,NA
Helobioma Picachos,NA,124,NA,124,NA,NA,1,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,30.99999999999999,30.99999999999999,ecosystem,NA
Hidrobioma Picachos,NA,101,NA,100,NA,NA,0.9900990099009901,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,25.249999999999993,24.999999999999993,ecosystem,NA
Orobioma Subandino Picachos,NA,7928,NA,7650,NA,NA,0.9649344096871847,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,1981.9999999999993,1912.4999999999993,ecosystem,NA
Peinobioma Macarena,NA,488,NA,487,NA,NA,0.9979508196721312,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,121.99999999999996,121.74999999999996,ecosystem,NA
Orobioma Subandino Altoandino Cordillera Oriental,NA,26,NA,26,NA,NA,1,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,6.499999999999998,6.499999999999998,ecosystem,NA
Orobioma Subandino Macarena,NA,5886,NA,5880,NA,NA,0.9989806320081549,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,1471.4999999999995,1469.9999999999995,ecosystem,NA
Orobioma Andino Picachos,NA,4610,NA,4539,NA,NA,0.9845986984815618,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,1152.4999999999995,1134.7499999999995,ecosystem,NA
Orobioma de Paramo Huila - Caquetá,NA,329,NA,316,NA,NA,0.9604863221884499,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,82.24999999999997,78.99999999999997,ecosystem,NA
Orobioma de Paramo Altoandino Cordillera Oriental,NA,4993,NA,4940,NA,NA,0.9893851391948728,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,1248.2499999999995,1234.9999999999995,ecosystem,NA
Hidrobioma Altoandino Cordillera Oriental,NA,28,NA,28,NA,NA,1,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,6.999999999999997,6.999999999999997,ecosystem,NA
Helobioma Altillanura,NA,102557,NA,30136,NA,NA,0.29384634885965855,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,25639.249999999993,7533.999999999997,ecosystem,NA
Zonobioma Humedo Tropical Altillanura,NA,116812,NA,62606,NA,NA,0.5359552100811561,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,29202.99999999999,15651.499999999995,ecosystem,NA
Peinobioma Altillanura,NA,153405,NA,17751,NA,NA,0.11571330791043316,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,38351.249999999985,4437.749999999998,ecosystem,NA
Helobioma Guaviare - Guayabero,NA,17109,NA,6881,NA,NA,0.40218598398503713,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,4277.249999999998,1720.2499999999993,ecosystem,NA
Hidrobioma Altillanura,NA,4321,NA,547,NA,NA,0.12659106688266605,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,1080.2499999999995,136.74999999999994,ecosystem,NA
Zonobioma Humedo Tropical Guaviare - Guayabero,NA,26249,NA,21243,NA,NA,0.8092879728751572,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,6562.249999999998,5310.749999999998,ecosystem,NA
Peinobioma Guaviare - Guayabero,NA,12529,NA,3166,NA,NA,0.2526937504988427,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,3132.249999999999,791.4999999999998,ecosystem,NA
Helobioma Inírida - Papunaua,NA,1,NA,0,NA,NA,0,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,0.24999999999999992,0,ecosystem,NA
Zonobioma Humedo Tropical Inírida - Papunaua,NA,1,NA,0,NA,NA,0,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,0.24999999999999992,0,ecosystem,NA
Hidrobioma Guaviare - Guayabero,NA,981,NA,600,NA,NA,0.6116207951070336,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,245.24999999999991,149.99999999999994,ecosystem,NA
Helobioma Villavicencio,NA,10941,NA,2535,NA,NA,0.23169728544008775,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,2735.249999999999,633.7499999999998,ecosystem,NA
Zonobioma Humedo Tropical Villavicencio,NA,30106,NA,7909,NA,NA,0.2627051086162227,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,7526.499999999997,1977.2499999999993,ecosystem,NA
Peinobioma Villavicencio,NA,3355,NA,356,NA,NA,0.10611028315946348,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,838.7499999999998,88.99999999999997,ecosystem,NA
Helobioma Alto Guayabero,NA,2094,NA,1953,NA,NA,0.9326647564469914,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,523.4999999999998,488.24999999999983,ecosystem,NA
Zonobioma Humedo Tropical Alto Guayabero,NA,13614,NA,11890,NA,NA,0.8733656530042603,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,3403.499999999999,2972.499999999999,ecosystem,NA
Peinobioma Alto Guayabero,NA,1815,NA,1245,NA,NA,0.6859504132231405,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,453.74999999999983,311.2499999999999,ecosystem,NA
Orobioma Andino Altoandino Cordillera Oriental,NA,1353,NA,1345,NA,NA,0.9940872135994088,NA,Estr30+Cong30+Sab17+RUNAP+OMEC_IHEH2030,post-hoc,338.2499999999999,336.2499999999999,ecosystem,NA
