feature,met,total_amount,absolute_target,absolute_held,absolute_shortfall,relative_target,relative_held,relative_shortfall,scenario,evaluated,total_amount_km2,absolute_held_km2,feature_type,class
paramos,TRUE,9289,1579.13,8737,0,0.17,0.9405748735062978,0,Estr17+Cong17+Sab30+RUNAP+OMEC_IHEH2030,prioritizr_model,2322.249999999999,2184.249999999999,strategic ecosystem,NA
bosque_seco,TRUE,12116,2059.7200000000003,2060,0,0.17,0.17002310993727301,0,Estr17+Cong17+Sab30+RUNAP+OMEC_IHEH2030,prioritizr_model,3028.999999999999,514.9999999999998,strategic ecosystem,NA
humedales,TRUE,480938,81759.46,117584,0,0.17,0.24448889461843315,0,Estr17+Cong17+Sab30+RUNAP+OMEC_IHEH2030,prioritizr_model,120234.49999999996,29395.99999999999,strategic ecosystem,NA
congriales,TRUE,1473,250.41000000000003,803,0,0.17,0.5451459606245757,0,Estr17+Cong17+Sab30+RUNAP+OMEC_IHEH2030,prioritizr_model,368.2499999999999,200.74999999999994,NA,NA
savannas,TRUE,588725,176617.5,176618,0,0.3,0.3000008492929636,0,Estr17+Cong17+Sab30+RUNAP+OMEC_IHEH2030,prioritizr_model,147181.24999999994,44154.499999999985,NA,NA
Zonobioma Humedo Tropical Yarí - Chiribiquete,NA,3202,NA,3200,NA,NA,0.9993753903810119,NA,Estr17+Cong17+Sab30+RUNAP+OMEC_IHEH2030,post-hoc,800.4999999999998,799.9999999999998,ecosystem,NA
Peinobioma Yarí - Chiribiquete,NA,12,NA,12,NA,NA,1,NA,Estr17+Cong17+Sab30+RUNAP+OMEC_IHEH2030,post-hoc,2.999999999999999,2.999999999999999,ecosystem,NA
Helobioma Yarí - Chiribiquete,NA,207,NA,207,NA,NA,1,NA,Estr17+Cong17+Sab30+RUNAP+OMEC_IHEH2030,post-hoc,51.749999999999986,51.749999999999986,ecosystem,NA
Hidrobioma Huila - Caquetá,NA,2,NA,2,NA,NA,1,NA,Estr17+Cong17+Sab30+RUNAP+OMEC_IHEH2030,post-hoc,0.49999999999999983,0.49999999999999983,ecosystem,NA
Hidrobioma Macarena,NA,497,NA,497,NA,NA,1,NA,Estr17+Cong17+Sab30+RUNAP+OMEC_IHEH2030,post-hoc,124.24999999999996,124.24999999999996,ecosystem,NA
